DATALOAD,IRV_PM,,EN
BBC200055,"SEWERS, DRAINS & GUTTERS  ",,1004002,1,WEEKS,BBCSDG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200056,"SEWERS, DRAINS & GUTTERS  ",,1004003,1,WEEKS,BBCSDG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200057,"SEWERS, DRAINS & GUTTERS  ",,1004002,1,WEEKS,BBCSDG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200058,"SEWERS, DRAINS & GUTTERS  ",,1004005,1,WEEKS,BBCSDG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200059,"SEWERS, DRAINS & GUTTERS  ",,1004006,1,WEEKS,BBCSDG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200060,EARTHING & EARTH BONDING   ,2014-33396,,1,YEARS,BBCEEB01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200061,ELECTRIC WATER HEATER (ALL TYPES)  ,2014-33401,,1,YEARS,BBCEWH01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200062,ELECTRIC WATER HEATER (ALL TYPES)  ,2014-33406,,1,YEARS,BBCEWH01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200063,ELECTRIC WATER HEATER (ALL TYPES)  ,2014-33432,,1,YEARS,BBCEWH01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200064,ELECTRIC WATER HEATER (ALL TYPES)  ,2014-33440,,1,YEARS,BBCEWH01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200065,ELECTRIC WATER HEATER (ALL TYPES)  ,2014-33447,,1,YEARS,BBCEWH01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200066,ELECTRIC WATER HEATER (ALL TYPES)  ,2014-33454,,1,YEARS,BBCEWH01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200067,ELECTRIC WATER HEATER (ALL TYPES)  ,2014-33481,,1,YEARS,BBCEWH01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200068,CONTROL PANEL  ,2014-33379,,3,MONTHS,BBCCPL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200069,CONTROL PANEL  ,2014-33411,,3,MONTHS,BBCCPL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200070,CONTROL PANEL  ,2014-33417,,3,MONTHS,BBCCPL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200071,ELECTRIC TRACE HEATING  ,2014-33425,,3,MONTHS,BBCTHG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200072,EMERGENCY LIGHTING (ALL TYPES)  ,,1004001,1,MONTHS,BBCELT01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200073,EMERGENCY LIGHTING (ALL TYPES)  ,,1004002,1,MONTHS,BBCELT01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200074,EMERGENCY LIGHTING (ALL TYPES)  ,,1004003,1,MONTHS,BBCELT01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200075,EMERGENCY LIGHTING (ALL TYPES)  ,,1004002,1,MONTHS,BBCELT01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200076,EMERGENCY LIGHTING (ALL TYPES)  ,,1004005,1,MONTHS,BBCELT01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200077,EMERGENCY LIGHTING (ALL TYPES)  ,,1004006,1,MONTHS,BBCELT01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200078,EMERGENCY LIGHTING (ALL TYPES)  ,,1004007,1,MONTHS,BBCELT01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200079,EMERGENCY LIGHTING (ALL TYPES)  ,,1004000,1,MONTHS,BBCELT01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200080,LIFTING EQUIPMENT & ANCILERIES  ,2014-33419,,1,YEARS,BBCLEA02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200081,LIFTING EQUIPMENT & ANCILERIES  ,2014-33420,,1,YEARS,BBCLEA02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200082,LIFTING EQUIPMENT & ANCILERIES  ,2014-33426,,1,YEARS,BBCLEA02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200083,LIFTING EQUIPMENT & ANCILERIES  ,2014-33435,,1,YEARS,BBCLEA02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200084,GENERAL LIGHTING  ,,1004001,6,MONTHS,BBCLTG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200085,GENERAL LIGHTING  ,,1004002,6,MONTHS,BBCLTG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200086,GENERAL LIGHTING  ,,1004003,6,MONTHS,BBCLTG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200087,GENERAL LIGHTING  ,,1004002,6,MONTHS,BBCLTG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200088,GENERAL LIGHTING  ,,1004005,6,MONTHS,BBCLTG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200089,GENERAL LIGHTING  ,,1004006,6,MONTHS,BBCLTG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200090,GENERAL LIGHTING  ,,1004007,6,MONTHS,BBCLTG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200091,GENERAL LIGHTING  ,,1004000,6,MONTHS,BBCLTG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200092,AIR HANDLING UNIT  ,2014-33421,,1,MONTHS,BBCAHU05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200093,AIR HANDLING UNIT  ,2014-33460,,1,MONTHS,BBCAHU05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200094,AIR HANDLING UNIT (FCU LPHW HTG & CHW CLG)  ,,1004001,3,MONTHS,BBCFCU01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200095,AIR HANDLING UNIT (FCU LPHW HTG & CHW CLG)  ,,1004002,3,MONTHS,BBCFCU01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200096,AIR HANDLING UNIT (FCU LPHW HTG & CHW CLG)  ,,1004003,3,MONTHS,BBCFCU01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200097,AIR HANDLING UNIT (FCU LPHW HTG & CHW CLG)  ,,1004002,3,MONTHS,BBCFCU01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200098,AIR HANDLING UNIT (FCU LPHW HTG & CHW CLG)  ,,1004005,3,MONTHS,BBCFCU01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200099,AIR HANDLING UNIT (FCU LPHW HTG & CHW CLG)  ,,1004006,3,MONTHS,BBCFCU01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200100,FIRE EXIT DOORS  ,,1004001,1,WEEKS,BBCFDR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200101,FIRE EXIT DOORS  ,,1004002,1,WEEKS,BBCFDR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200102,FIRE EXIT DOORS  ,,1004003,1,WEEKS,BBCFDR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200103,FIRE EXIT DOORS  ,,1004002,1,WEEKS,BBCFDR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200104,FIRE EXIT DOORS  ,,1004005,1,WEEKS,BBCFDR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200105,FIRE EXIT DOORS  ,,1004006,1,WEEKS,BBCFDR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200106,FIRE EXIT DOORS  ,,1004007,1,WEEKS,BBCFDR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200107,FIRE EXTINGUISHERS & BLANKETS  ,,1004001,3,MONTHS,BBCFEB01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200108,FIRE EXTINGUISHERS & BLANKETS  ,,1004002,3,MONTHS,BBCFEB01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200109,FIRE EXTINGUISHERS & BLANKETS  ,,1004003,3,MONTHS,BBCFEB01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200110,FIRE EXTINGUISHERS & BLANKETS  ,,1004002,3,MONTHS,BBCFEB01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
BBC200111,FIRE EXTINGUISHERS & BLANKETS  ,,1004005,3,MONTHS,BBCFEB01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Y,1,1,Y,1970-01-01T00:00:00+01:00,2014-07-14T00:00:00+00:00,ACTIVE,EN,GB,UK,GB,PPM,WSCH,??????????-MEPMXF,,,,,,,,,
